@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
41,0,354,129,0.732919,1,0.103797,1,0.896203,0.188073,0.753817,1.326582,0
41,0,353,130,0.730849,1,0.104061,1,0.895939,0.188506,0.751908,1.329949,0
41,0,352,131,0.728778,1,0.104326,1,0.895674,0.18894,0.75,1.333333,0
41,0,351,132,0.726708,1,0.104592,1,0.895408,0.189376,0.748092,1.336735,0
41,0,350,133,0.724638,1,0.104859,1,0.895141,0.189815,0.746183,1.340153,0
41,0,349,134,0.722567,1,0.105128,1,0.894872,0.190255,0.744275,1.34359,0
41,0,348,135,0.720497,1,0.105398,1,0.894602,0.190698,0.742366,1.347044,0
41,0,347,136,0.718427,1,0.10567,1,0.89433,0.191142,0.740458,1.350515,0
41,0,346,137,0.716356,1,0.105943,1,0.894057,0.191589,0.73855,1.354005,0
41,0,345,138,0.714286,1,0.106218,1,0.893782,0.192037,0.736641,1.357513,0
41,0,344,139,0.712215,1,0.106494,1,0.893506,0.192488,0.734733,1.361039,0
41,0,343,140,0.710145,1,0.106771,1,0.893229,0.192941,0.732824,1.364583,0
41,0,342,141,0.708075,1,0.10705,1,0.89295,0.193396,0.730916,1.368146,0
41,0,341,142,0.706004,1,0.10733,1,0.89267,0.193853,0.729008,1.371728,0
41,0,340,143,0.703934,1,0.107612,1,0.892388,0.194313,0.727099,1.375328,0
41,0,339,144,0.701863,1,0.107895,1,0.892105,0.194774,0.725191,1.378947,0
41,0,338,145,0.699793,1,0.108179,1,0.891821,0.195238,0.723282,1.382586,0
41,0,337,146,0.697723,1,0.108466,1,0.891534,0.195704,0.721374,1.386243,0
41,0,336,147,0.695652,1,0.108753,1,0.891247,0.196172,0.719466,1.38992,0
41,0,335,148,0.693582,1,0.109043,1,0.890957,0.196643,0.717557,1.393617,0
41,0,334,149,0.691511,1,0.109333,1,0.890667,0.197115,0.715649,1.397333,0
41,0,333,150,0.689441,1,0.109626,1,0.890374,0.19759,0.71374,1.40107,0
41,0,332,151,0.687371,1,0.10992,1,0.89008,0.198068,0.711832,1.404826,0
41,0,331,152,0.6853,1,0.110215,1,0.889785,0.198547,0.709924,1.408602,0
41,0,330,153,0.68323,1,0.110512,1,0.889488,0.199029,0.708015,1.412399,0
41,0,329,154,0.681159,1,0.110811,1,0.889189,0.199513,0.706107,1.416216,0
41,0,328,155,0.679089,1,0.111111,1,0.888889,0.2,0.704198,1.420054,0
41,0,327,156,0.677019,1,0.111413,1,0.888587,0.200489,0.70229,1.423913,0
41,0,326,157,0.674948,1,0.111717,1,0.888283,0.20098,0.700382,1.427793,0
41,0,325,158,0.672878,1,0.112022,1,0.887978,0.201474,0.698473,1.431694,0
41,0,324,159,0.670807,1,0.112329,1,0.887671,0.20197,0.696565,1.435616,0
41,0,323,160,0.668737,1,0.112637,1,0.887363,0.202469,0.694656,1.43956,0
41,0,322,161,0.666667,1,0.112948,1,0.887052,0.20297,0.692748,1.443526,0
41,0,321,162,0.664596,1,0.11326,1,0.88674,0.203474,0.69084,1.447514,0
41,0,320,163,0.662526,1,0.113573,1,0.886427,0.20398,0.688931,1.451524,0
41,0,319,164,0.660455,1,0.113889,1,0.886111,0.204489,0.687023,1.455556,0
41,0,318,165,0.658385,1,0.114206,1,0.885794,0.205,0.685115,1.45961,0
41,0,317,166,0.656315,1,0.114525,1,0.885475,0.205514,0.683206,1.463687,0
41,0,316,167,0.654244,1,0.114846,1,0.885154,0.20603,0.681298,1.467787,0
41,0,315,168,0.652174,1,0.115169,1,0.884831,0.206549,0.679389,1.47191,0
41,0,314,169,0.650104,1,0.115493,1,0.884507,0.207071,0.677481,1.476056,0
41,0,313,170,0.648033,1,0.115819,1,0.884181,0.207595,0.675573,1.480226,0
41,0,312,171,0.645963,1,0.116147,1,0.883853,0.208122,0.673664,1.484419,0
41,0,311,172,0.643892,1,0.116477,1,0.883523,0.208651,0.671756,1.488636,0
41,0,310,173,0.641822,1,0.116809,1,0.883191,0.209184,0.669847,1.492877,0
41,0,309,174,0.639752,1,0.117143,1,0.882857,0.209719,0.667939,1.497143,0
41,0,308,175,0.637681,1,0.117479,1,0.882521,0.210256,0.666031,1.501433,0
41,0,307,176,0.635611,1,0.117816,1,0.882184,0.210797,0.664122,1.505747,0
41,0,306,177,0.63354,1,0.118156,1,0.881844,0.21134,0.662214,1.510086,0
41,0,305,178,0.63147,1,0.118497,1,0.881503,0.211886,0.660305,1.514451,0
41,0,304,179,0.6294,1,0.118841,1,0.881159,0.212435,0.658397,1.518841,0
41,0,303,180,0.627329,1,0.119186,1,0.880814,0.212987,0.656489,1.523256,0
41,0,302,181,0.625259,1,0.119534,1,0.880466,0.213542,0.65458,1.527697,0
41,0,301,182,0.623188,1,0.119883,1,0.880117,0.214099,0.652672,1.532164,0
41,0,300,183,0.621118,1,0.120235,1,0.879765,0.21466,0.650763,1.536657,0
41,0,299,184,0.619048,1,0.120588,1,0.879412,0.215223,0.648855,1.541176,0
41,0,298,185,0.616977,1,0.120944,1,0.879056,0.215789,0.646947,1.545723,0
41,0,297,186,0.614907,1,0.121302,1,0.878698,0.216359,0.645038,1.550296,0
41,0,296,187,0.612836,1,0.121662,1,0.878338,0.216931,0.64313,1.554896,0
41,0,295,188,0.610766,1,0.122024,1,0.877976,0.217507,0.641221,1.559524,0
41,0,294,189,0.608696,1,0.122388,1,0.877612,0.218085,0.639313,1.564179,0
41,0,293,190,0.606625,1,0.122754,1,0.877246,0.218667,0.637405,1.568862,0
41,0,292,191,0.604555,1,0.123123,1,0.876877,0.219251,0.635496,1.573574,0
41,0,291,192,0.602484,1,0.123494,1,0.876506,0.219839,0.633588,1.578313,0
41,0,290,193,0.600414,1,0.123867,1,0.876133,0.22043,0.631679,1.583082,0
41,0,289,194,0.598344,1,0.124242,1,0.875758,0.221024,0.629771,1.587879,0
41,0,288,195,0.596273,1,0.12462,1,0.87538,0.221622,0.627863,1.592705,0
41,0,287,196,0.594203,1,0.125,1,0.875,0.222222,0.625954,1.597561,0
41,0,286,197,0.592133,1,0.125382,1,0.874618,0.222826,0.624046,1.602446,0
41,0,285,198,0.590062,1,0.125767,1,0.874233,0.223433,0.622137,1.607362,0
41,0,284,199,0.587992,1,0.126154,1,0.873846,0.224044,0.620229,1.612308,0
41,0,283,200,0.585921,1,0.126543,1,0.873457,0.224658,0.618321,1.617284,0
41,0,282,201,0.583851,1,0.126935,1,0.873065,0.225275,0.616412,1.622291,0
41,0,281,202,0.581781,1,0.127329,1,0.872671,0.225895,0.614504,1.627329,0
41,0,280,203,0.57971,1,0.127726,1,0.872274,0.226519,0.612595,1.632399,0
41,0,279,204,0.57764,1,0.128125,1,0.871875,0.227147,0.610687,1.6375,0
41,0,278,205,0.575569,1,0.128527,1,0.871473,0.227778,0.608779,1.642633,0
41,0,277,206,0.573499,1,0.128931,1,0.871069,0.228412,0.60687,1.647799,0
41,0,276,207,0.571429,1,0.129338,1,0.870662,0.22905,0.604962,1.652997,0
41,0,275,208,0.569358,1,0.129747,1,0.870253,0.229692,0.603053,1.658228,0
41,0,274,209,0.567288,1,0.130159,1,0.869841,0.230337,0.601145,1.663492,0
41,0,273,210,0.565217,1,0.130573,1,0.869427,0.230986,0.599237,1.66879,0
41,0,272,211,0.563147,1,0.13099,1,0.86901,0.231638,0.597328,1.674121,0
41,0,271,212,0.561077,1,0.13141,1,0.86859,0.232295,0.59542,1.679487,0
41,0,270,213,0.559006,1,0.131833,1,0.868167,0.232955,0.593511,1.684887,0
41,0,269,214,0.556936,1,0.132258,1,0.867742,0.233618,0.591603,1.690323,0
41,0,268,215,0.554865,1,0.132686,1,0.867314,0.234286,0.589695,1.695793,0
41,0,267,216,0.552795,1,0.133117,1,0.866883,0.234957,0.587786,1.701299,0
41,0,266,217,0.550725,1,0.13355,1,0.86645,0.235632,0.585878,1.70684,0
41,0,265,218,0.548654,1,0.133987,1,0.866013,0.236311,0.583969,1.712418,0
41,0,264,219,0.546584,1,0.134426,1,0.865574,0.236994,0.582061,1.718033,0
41,0,263,220,0.544513,1,0.134868,1,0.865132,0.237681,0.580153,1.723684,0
41,0,262,221,0.542443,1,0.135314,1,0.864686,0.238372,0.578244,1.729373,0
41,0,261,222,0.540373,1,0.135762,1,0.864238,0.239067,0.576336,1.735099,0
41,0,260,223,0.538302,1,0.136213,1,0.863787,0.239766,0.574427,1.740864,0
41,0,259,224,0.536232,1,0.136667,1,0.863333,0.240469,0.572519,1.746667,0
41,0,258,225,0.534161,1,0.137124,1,0.862876,0.241176,0.570611,1.752508,0
41,0,257,226,0.532091,1,0.137584,1,0.862416,0.241888,0.568702,1.758389,0
41,0,256,227,0.530021,1,0.138047,1,0.861953,0.242604,0.566794,1.76431,0
41,0,255,228,0.52795,1,0.138514,1,0.861486,0.243323,0.564885,1.77027,0
41,0,254,229,0.52588,1,0.138983,1,0.861017,0.244048,0.562977,1.776271,0
41,0,253,230,0.52381,1,0.139456,1,0.860544,0.244776,0.561069,1.782313,0
41,0,252,231,0.521739,1,0.139932,1,0.860068,0.245509,0.55916,1.788396,0
41,0,251,232,0.519669,1,0.140411,1,0.859589,0.246246,0.557252,1.794521,0
41,0,250,233,0.517598,1,0.140893,1,0.859107,0.246988,0.555344,1.800687,0
41,0,249,234,0.515528,1,0.141379,1,0.858621,0.247734,0.553435,1.806897,0
41,0,248,235,0.513458,1,0.141869,1,0.858131,0.248485,0.551527,1.813149,0
41,0,247,236,0.511387,1,0.142361,1,0.857639,0.24924,0.549618,1.819444,0
41,0,246,237,0.509317,1,0.142857,1,0.857143,0.25,0.54771,1.825784,0
41,0,245,238,0.507246,1,0.143357,1,0.856643,0.250765,0.545802,1.832168,0
41,0,244,239,0.505176,1,0.14386,1,0.85614,0.251534,0.543893,1.838596,0
41,0,243,240,0.503106,1,0.144366,1,0.855634,0.252308,0.541985,1.84507,0
41,0,242,241,0.501035,1,0.144876,1,0.855124,0.253086,0.540076,1.85159,0
41,0,241,242,0.498965,1,0.14539,1,0.85461,0.25387,0.538168,1.858156,0
41,0,240,243,0.496894,1,0.145907,1,0.854093,0.254658,0.53626,1.864769,0
41,0,239,244,0.494824,1,0.146429,1,0.853571,0.255452,0.534351,1.871429,0
41,0,238,245,0.492754,1,0.146953,1,0.853047,0.25625,0.532443,1.878136,0
41,0,237,246,0.490683,1,0.147482,1,0.852518,0.257053,0.530534,1.884892,0
41,0,236,247,0.488613,1,0.148014,1,0.851986,0.257862,0.528626,1.891697,0
41,0,235,248,0.486542,1,0.148551,1,0.851449,0.258675,0.526718,1.898551,0
41,0,234,249,0.484472,1,0.149091,1,0.850909,0.259494,0.524809,1.905455,0
41,0,233,250,0.482402,1,0.149635,1,0.850365,0.260317,0.522901,1.912409,0
41,0,232,251,0.480331,1,0.150183,1,0.849817,0.261146,0.520992,1.919414,0
41,0,231,252,0.478261,1,0.150735,1,0.849265,0.261981,0.519084,1.926471,0
41,0,230,253,0.47619,1,0.151292,1,0.848708,0.262821,0.517176,1.933579,0
41,0,229,254,0.47412,1,0.151852,1,0.848148,0.263666,0.515267,1.940741,0
41,0,228,255,0.47205,1,0.152416,1,0.847584,0.264516,0.513359,1.947955,0
41,0,227,256,0.469979,1,0.152985,1,0.847015,0.265372,0.51145,1.955224,0
41,0,226,257,0.467909,1,0.153558,1,0.846442,0.266234,0.509542,1.962547,0
41,0,225,258,0.465839,1,0.154135,1,0.845865,0.267101,0.507634,1.969925,0
41,0,224,259,0.463768,1,0.154717,1,0.845283,0.267974,0.505725,1.977358,0
41,0,223,260,0.461698,1,0.155303,1,0.844697,0.268852,0.503817,1.984848,0
41,0,222,261,0.459627,1,0.155894,1,0.844106,0.269737,0.501908,1.992395,0
41,0,221,262,0.457557,1,0.156489,1,0.843511,0.270627,0.5,2,0
41,0,220,263,0.455487,1,0.157088,1,0.842912,0.271523,0.498092,2.007663,0
41,0,219,264,0.453416,1,0.157692,1,0.842308,0.272425,0.496183,2.015385,0
41,0,218,265,0.451346,1,0.158301,1,0.841699,0.273333,0.494275,2.023166,0
41,0,217,266,0.449275,1,0.158915,1,0.841085,0.274247,0.492366,2.031008,0
41,0,215,268,0.445135,1,0.160156,1,0.839844,0.276094,0.48855,2.046875,0
41,0,214,269,0.443064,1,0.160784,1,0.839216,0.277027,0.486641,2.054902,0
41,0,213,270,0.440994,1,0.161417,1,0.838583,0.277966,0.484733,2.062992,0
41,0,212,271,0.438923,1,0.162055,1,0.837945,0.278912,0.482824,2.071146,0
41,0,211,272,0.436853,1,0.162698,1,0.837302,0.279863,0.480916,2.079365,0
41,0,210,273,0.434783,1,0.163347,1,0.836653,0.280822,0.479008,2.087649,0
41,0,209,274,0.432712,1,0.164,1,0.836,0.281787,0.477099,2.096,0
41,0,208,275,0.430642,1,0.164659,1,0.835341,0.282759,0.475191,2.104418,0
41,0,207,276,0.428571,1,0.165323,1,0.834677,0.283737,0.473282,2.112903,0
41,0,206,277,0.426501,1,0.165992,1,0.834008,0.284722,0.471374,2.121457,0
41,0,205,278,0.424431,1,0.166667,1,0.833333,0.285714,0.469466,2.130081,0
41,0,204,279,0.42236,1,0.167347,1,0.832653,0.286713,0.467557,2.138776,0
41,0,203,280,0.42029,1,0.168033,1,0.831967,0.287719,0.465649,2.147541,0
41,0,202,281,0.418219,1,0.168724,1,0.831276,0.288732,0.46374,2.156379,0
41,0,201,282,0.416149,1,0.169421,1,0.830579,0.289753,0.461832,2.165289,0
41,0,200,283,0.414079,1,0.170124,1,0.829876,0.29078,0.459924,2.174274,0
41,0,199,284,0.412008,1,0.170833,1,0.829167,0.291815,0.458015,2.183333,0
41,0,198,285,0.409938,1,0.171548,1,0.828452,0.292857,0.456107,2.192469,0
41,0,197,286,0.407867,1,0.172269,1,0.827731,0.293907,0.454198,2.201681,0
41,0,196,287,0.405797,1,0.172996,1,0.827004,0.294964,0.45229,2.21097,0
40,1,196,287,0.405797,0.97561,0.169492,0.97561,0.830508,0.288809,0.450382,2.166184,0
40,1,195,288,0.403727,0.97561,0.170213,0.97561,0.829787,0.289855,0.448473,2.175402,0
40,1,194,289,0.401656,0.97561,0.17094,0.97561,0.82906,0.290909,0.446565,2.184699,0
40,1,193,290,0.399586,0.97561,0.171674,0.97561,0.828326,0.291971,0.444656,2.194075,0
40,1,192,291,0.397516,0.97561,0.172414,0.97561,0.827586,0.29304,0.442748,2.203532,0
40,1,191,292,0.395445,0.97561,0.17316,0.97561,0.82684,0.294118,0.44084,2.213071,0
40,1,190,293,0.393375,0.97561,0.173913,0.97561,0.826087,0.295203,0.438931,2.222694,0
40,1,189,294,0.391304,0.97561,0.174672,0.97561,0.825328,0.296296,0.437023,2.2324,0
40,1,188,295,0.389234,0.97561,0.175439,0.97561,0.824561,0.297398,0.435115,2.242191,0
40,1,187,296,0.387164,0.97561,0.176211,0.97561,0.823789,0.298507,0.433206,2.252068,0
40,1,186,297,0.385093,0.97561,0.176991,0.97561,0.823009,0.299625,0.431298,2.262033,0
40,1,185,298,0.383023,0.97561,0.177778,0.97561,0.822222,0.300752,0.429389,2.272087,0
40,1,184,299,0.380952,0.97561,0.178571,0.97561,0.821429,0.301887,0.427481,2.28223,0
40,1,183,300,0.378882,0.97561,0.179372,0.97561,0.820628,0.30303,0.425573,2.292464,0
40,1,182,301,0.376812,0.97561,0.18018,0.97561,0.81982,0.304183,0.423664,2.302791,0
40,1,181,302,0.374741,0.97561,0.180995,0.97561,0.819005,0.305344,0.421756,2.31321,0
39,2,181,302,0.374741,0.95122,0.177273,0.95122,0.822727,0.298851,0.419847,2.265632,0
39,2,180,303,0.372671,0.95122,0.178082,0.95122,0.821918,0.3,0.417939,2.275977,0
39,2,179,304,0.3706,0.95122,0.178899,0.95122,0.821101,0.301158,0.416031,2.286418,0
39,2,178,305,0.36853,0.95122,0.179724,0.95122,0.820276,0.302326,0.414122,2.296954,0
